model,scenario,year,catchment,week,value
panta,ref,2020,BDCT2,14,40.192
panta,ref,2020,BDCT2,15,46.017
panta,ref,2020,BDCT2,16,39.304
panta,ref,2020,BDCT2,17,34.288
panta,ref,2020,BDCT2,18,32.764
panta,ref,2020,BDCT2,19,31.188
panta,ref,2020,BDCT2,20,30.081
panta,ref,2020,BDCT2,21,24.127
panta,ref,2020,BDCT2,22,21.217
panta,ref,2020,BDCT2,23,21.422
panta,ref,2020,BDCT2,24,20.936
panta,ref,2020,BDCT2,25,18.944
panta,ref,2020,BDCT2,26,15.301
panta,ref,2020,BDCT2,27,13.576
panta,ref,2020,BDCT2,28,15.176
panta,ref,2020,BDCT2,29,14.689
panta,ref,2020,BDCT2,30,12.696
panta,ref,2020,BDCT2,31,11.744
panta,ref,2020,BDCT2,32,12.426
panta,ref,2020,BDCT2,33,12.332
panta,ref,2020,BDCT2,34,11.546
panta,ref,2020,BDCT2,35,11.389
panta,ref,2020,BDCT2,36,12.77
panta,ref,2020,BDCT2,37,13.487
panta,ref,2020,BDCT2,38,13.46
panta,ref,2020,BDCT2,39,13.007
panta,ref,2020,BDCT2,40,15.017
panta,ref,2020,BDCT2,41,18.967
panta,ref,2020,BDCT2,42,24.888
panta,ref,2020,BDCT2,43,16.397
panta,ref,2020,BDCT2,44,19.672
panta,ref,2020,BDCT2,45,20.885
panta,ref,2020,BDCT2,46,19.764
panta,ref,2020,BDCT2,47,25.315
panta,ref,2020,BDCT2,48,17.949
panta,ref,2020,BDCT2,49,19.045
panta,ref,2020,BDCT2,50,24.357
panta,ref,2020,BDCT2,51,19.157
panta,ref,2020,BDCT2,52,23.459
panta,ref,2020,BDCT2,53,77.574
panta,ref,2020,BDCT3,1,50.899
panta,ref,2020,BDCT3,2,51.817
panta,ref,2020,BDCT3,3,31.675
panta,ref,2020,BDCT3,4,37.456
panta,ref,2020,BDCT3,5,38.637
panta,ref,2020,BDCT3,6,34.088
panta,ref,2020,BDCT3,7,44.246
panta,ref,2020,BDCT3,8,60.499
panta,ref,2020,BDCT3,9,64.956
panta,ref,2020,BDCT3,10,66.687
panta,ref,2020,BDCT3,11,47.559
panta,ref,2020,BDCT3,12,57.496
panta,ref,2020,BDCT3,13,75.494
panta,ref,2020,BDCT3,14,58.738
panta,ref,2020,BDCT3,15,71.257
panta,ref,2020,BDCT3,16,66.628
panta,ref,2020,BDCT3,17,49.573
panta,ref,2020,BDCT3,18,40.639
panta,ref,2020,BDCT3,19,41.233
panta,ref,2020,BDCT3,20,36.866
panta,ref,2020,BDCT3,21,27.045
panta,ref,2020,BDCT3,22,24.442
panta,ref,2020,BDCT3,23,25.171
panta,ref,2020,BDCT3,24,19.962
panta,ref,2020,BDCT3,25,15.7
panta,ref,2020,BDCT3,26,12.897
panta,ref,2020,BDCT3,27,10.397
panta,ref,2020,BDCT3,28,9.052
panta,ref,2020,BDCT3,29,8.133
panta,ref,2020,BDCT3,30,8.622
panta,ref,2020,BDCT3,31,8.315
panta,ref,2020,BDCT3,32,8.205
panta,ref,2020,BDCT3,33,7.14
panta,ref,2020,BDCT3,34,6.584
panta,ref,2020,BDCT3,35,8.775
panta,ref,2020,BDCT3,36,8.162
panta,ref,2020,BDCT3,37,8.951
panta,ref,2020,BDCT3,38,11.85
panta,ref,2020,BDCT3,39,31.583
panta,ref,2020,BDCT3,40,27.819
panta,ref,2020,BDCT3,41,36.828
panta,ref,2020,BDCT3,42,40.957
panta,ref,2020,BDCT3,43,47.613
panta,ref,2020,BDCT3,44,40.766
panta,ref,2020,BDCT3,45,42.707
panta,ref,2020,BDCT3,46,52.964
panta,ref,2020,BDCT3,47,43.721
panta,ref,2020,BDCT3,48,49.134
panta,ref,2020,BDCT3,49,59.814
panta,ref,2020,BDCT3,50,42.21
panta,ref,2020,BDCT3,51,35.641
panta,ref,2020,BDCT3,52,36.909
panta,ref,2020,BDCT3,53,125.23
panta,ref,2020,BDRS1,1,30.577
panta,ref,2020,BDRS1,2,37.576
panta,ref,2020,BDRS1,3,35.062
panta,ref,2020,BDRS1,4,37.579
panta,ref,2020,BDRS1,5,39.768
panta,ref,2020,BDRS1,6,37.46
panta,ref,2020,BDRS1,7,35.686
panta,ref,2020,BDRS1,8,33.358
panta,ref,2020,BDRS1,9,34.676
panta,ref,2020,BDRS1,10,38.243
panta,ref,2020,BDRS1,11,36.318
panta,ref,2020,BDRS1,12,33.716
panta,ref,2020,BDRS1,13,34.192
panta,ref,2020,BDRS1,14,33.399
panta,ref,2020,BDRS1,15,33.555
panta,ref,2020,BDRS1,16,38.685
panta,ref,2020,BDRS1,17,38.707
panta,ref,2020,BDRS1,18,36.745
panta,ref,2020,BDRS1,19,35.193
panta,ref,2020,BDRS1,20,34.082
panta,ref,2020,BDRS1,21,31.188
panta,ref,2020,BDRS1,22,31.521
panta,ref,2020,BDRS1,23,31.99
panta,ref,2020,BDRS1,24,29.094
panta,ref,2020,BDRS1,25,26.965
panta,ref,2020,BDRS1,26,29.182
panta,ref,2020,BDRS1,27,30.214
panta,ref,2020,BDRS1,28,26.463
panta,ref,2020,BDRS1,29,24.265
panta,ref,2020,BDRS1,30,25.178
panta,ref,2020,BDRS1,31,25.377
panta,ref,2020,BDRS1,32,23.656
panta,ref,2020,BDRS1,33,22.29
panta,ref,2020,BDRS1,34,22.159
panta,ref,2020,BDRS1,35,21.54
panta,ref,2020,BDRS1,36,19.543
panta,ref,2020,BDRS1,37,18.043
panta,ref,2020,BDRS1,38,17.333
panta,ref,2020,BDRS1,39,17.777
panta,ref,2020,BDRS1,40,19.271
panta,ref,2020,BDRS1,41,21.852
panta,ref,2020,BDRS1,42,21.566
panta,ref,2020,BDRS1,43,28.455
panta,ref,2020,BDRS1,44,29.145
panta,ref,2020,BDRS1,45,28.607
panta,ref,2020,BDRS1,46,26.84
panta,ref,2020,BDRS1,47,28.712
panta,ref,2020,BDRS1,48,26.586
panta,ref,2020,BDRS1,49,26.752
panta,ref,2020,BDRS1,50,26.898
panta,ref,2020,BDRS1,51,27.386
panta,ref,2020,BDRS1,52,29.434
panta,ref,2020,BDRS1,53,48.501
panta,ref,2020,BDRS2,1,62.483
panta,ref,2020,BDRS2,2,70.288
panta,ref,2020,BDRS2,3,51.979
panta,ref,2020,BDRS2,4,53.782
panta,ref,2020,BDRS2,5,57.573
panta,ref,2020,BDRS2,6,55.57
panta,ref,2020,BDRS2,7,60.816
panta,ref,2020,BDRS2,8,67.362
panta,ref,2020,BDRS2,9,67.57
panta,ref,2020,BDRS2,10,68.797
panta,ref,2020,BDRS2,11,64.491
panta,ref,2020,BDRS2,12,70.732
panta,ref,2020,BDRS2,13,81.67
panta,ref,2020,BDRS2,14,73.591
panta,ref,2020,BDRS2,15,79.572
panta,ref,2020,BDRS2,16,77.988
panta,ref,2020,BDRS2,17,72.995
panta,ref,2020,BDRS2,18,69.509
panta,ref,2020,BDRS2,19,66.381
panta,ref,2020,BDRS2,20,64.163
panta,ref,2020,BDRS2,21,55.315
panta,ref,2020,BDRS2,22,52.738
panta,ref,2020,BDRS2,23,53.411
panta,ref,2020,BDRS2,24,50.03
panta,ref,2020,BDRS2,25,45.909
panta,ref,2020,BDRS2,26,44.372
panta,ref,2020,BDRS2,27,43.11
panta,ref,2020,BDRS2,28,41.636
panta,ref,2020,BDRS2,29,38.954
panta,ref,2020,BDRS2,30,37.873
panta,ref,2020,BDRS2,31,37.121
panta,ref,2020,BDRS2,32,36.082
panta,ref,2020,BDRS2,33,34.622
panta,ref,2020,BDRS2,34,33.609
panta,ref,2020,BDRS2,35,32.928
panta,ref,2020,BDRS2,36,32.313
panta,ref,2020,BDRS2,37,31.53
panta,ref,2020,BDRS2,38,30.793
panta,ref,2020,BDRS2,39,30.783
panta,ref,2020,BDRS2,40,34.288
panta,ref,2020,BDRS2,41,40.583
panta,ref,2020,BDRS2,42,46.427
panta,ref,2020,BDRS2,43,40.075
panta,ref,2020,BDRS2,44,47.969
panta,ref,2020,BDRS2,45,47.345
panta,ref,2020,BDRS2,46,45.205
panta,ref,2020,BDRS2,47,53.854
panta,ref,2020,BDRS2,48,42.987
panta,ref,2020,BDRS2,49,45.767
panta,ref,2020,BDRS2,50,51.256
panta,ref,2020,BDRS2,51,46.543
panta,ref,2020,BDRS2,52,52.893
panta,ref,2020,BDRS2,53,126.075
panta,ref,2020,BDRS3,1,113.382
panta,ref,2020,BDRS3,2,122.105
panta,ref,2020,BDRS3,3,83.654
panta,ref,2020,BDRS3,4,91.238
panta,ref,2020,BDRS3,5,96.211
panta,ref,2020,BDRS3,6,89.658
panta,ref,2020,BDRS3,7,105.062
panta,ref,2020,BDRS3,8,127.861
panta,ref,2020,BDRS3,9,132.526
panta,ref,2020,BDRS3,10,135.483
panta,ref,2020,BDRS3,11,112.05
panta,ref,2020,BDRS3,12,128.228
panta,ref,2020,BDRS3,13,157.163
panta,ref,2020,BDRS3,14,132.329
panta,ref,2020,BDRS3,15,150.829
panta,ref,2020,BDRS3,16,144.616
panta,ref,2020,BDRS3,17,122.568
panta,ref,2020,BDRS3,18,110.148
panta,ref,2020,BDRS3,19,107.614
panta,ref,2020,BDRS3,20,101.029
panta,ref,2020,BDRS3,21,82.361
panta,ref,2020,BDRS3,22,77.18
panta,ref,2020,BDRS3,23,78.582
panta,ref,2020,BDRS3,24,69.992
panta,ref,2020,BDRS3,25,61.609
panta,ref,2020,BDRS3,26,57.269
panta,ref,2020,BDRS3,27,53.506
panta,ref,2020,BDRS3,28,50.689
panta,ref,2020,BDRS3,29,47.087
panta,ref,2020,BDRS3,30,46.495
panta,ref,2020,BDRS3,31,45.435
panta,ref,2020,BDRS3,32,44.287
panta,ref,2020,BDRS3,33,41.761
panta,ref,2020,BDRS3,34,40.193
panta,ref,2020,BDRS3,35,41.703
panta,ref,2020,BDRS3,36,40.475
panta,ref,2020,BDRS3,37,40.48
panta,ref,2020,BDRS3,38,42.642
panta,ref,2020,BDRS3,39,62.367
panta,ref,2020,BDRS3,40,62.107
panta,ref,2020,BDRS3,41,77.411
panta,ref,2020,BDRS3,42,87.384
panta,ref,2020,BDRS3,43,87.688
panta,ref,2020,BDRS3,44,88.026
panta,ref,2020,BDRS3,45,90.052
panta,ref,2020,BDRS3,46,98.168
panta,ref,2020,BDRS3,47,97.576
panta,ref,2020,BDRS3,48,92.121
panta,ref,2020,BDRS3,49,105.581
panta,ref,2020,BDRS3,50,93.466
panta,ref,2020,BDRS3,51,82.184
panta,ref,2020,BDRS3,52,89.802
panta,ref,2020,BDRS3,53,251.306
panta,ref,2020,DCT1,1,95.068
panta,ref,2020,DCT1,2,99.174
panta,ref,2020,DCT1,3,103.519
panta,ref,2020,DCT1,4,54.598
panta,ref,2020,DCT1,5,61.872
panta,ref,2020,DCT1,6,61.034
panta,ref,2020,DCT1,7,53.322
panta,ref,2020,DCT1,8,89.697
panta,ref,2020,DCT1,9,108.208
panta,ref,2020,DCT1,10,102.336
panta,ref,2020,DCT1,11,86.515
panta,ref,2020,DCT1,12,56.709
panta,ref,2020,DCT1,13,58.351
panta,ref,2020,DCT1,14,100.973
panta,ref,2020,DCT1,15,47.807
panta,ref,2020,DCT1,16,70.842
panta,ref,2020,DCT1,17,64.627
panta,ref,2020,DCT1,18,57.389
panta,ref,2020,DCT1,19,44.679
panta,ref,2020,DCT1,20,46.678
panta,ref,2020,DCT1,21,58.969
panta,ref,2020,DCT1,22,46.574
panta,ref,2020,DCT1,23,28.373
panta,ref,2020,DCT1,24,35.188
panta,ref,2020,DCT1,25,37.079
panta,ref,2020,DCT1,26,30.578
panta,ref,2020,DCT1,27,27.266
panta,ref,2020,DCT1,28,25.319
panta,ref,2020,DCT1,29,23.613
panta,ref,2020,DCT1,30,20.065
panta,ref,2020,DCT1,31,15.997
panta,ref,2020,DCT1,32,15.88
panta,ref,2020,DCT1,33,16.865
panta,ref,2020,DCT1,34,16.634
panta,ref,2020,DCT1,35,14.957
panta,ref,2020,DCT1,36,13.976
panta,ref,2020,DCT1,37,12.016
panta,ref,2020,DCT1,38,8.023
panta,ref,2020,DCT1,39,10.017
panta,ref,2020,DCT1,40,11.565
panta,ref,2020,DCT1,41,16.195
panta,ref,2020,DCT1,42,28.405
panta,ref,2020,DCT1,43,32.135
panta,ref,2020,DCT1,44,43.881
panta,ref,2020,DCT1,45,52.797
panta,ref,2020,DCT1,46,45.018
panta,ref,2020,DCT1,47,70.799
panta,ref,2020,DCT1,48,62.446
panta,ref,2020,DCT1,49,73.297
panta,ref,2020,DCT1,50,101.575
panta,ref,2020,DCT1,51,82.573
panta,ref,2020,DCT1,52,67.62
panta,ref,2020,DCT1,53,97.347
panta,ref,2020,DCT2,1,115.368
panta,ref,2020,DCT2,2,143.233
panta,ref,2020,DCT2,3,124.06
panta,ref,2020,DCT2,4,117.504
panta,ref,2020,DCT2,5,78.201
panta,ref,2020,DCT2,6,124.939
panta,ref,2020,DCT2,7,124.052
panta,ref,2020,DCT2,8,110.403
panta,ref,2020,DCT2,9,151.003
panta,ref,2020,DCT2,10,139.291
panta,ref,2020,DCT2,11,131.554
panta,ref,2020,DCT2,12,110.832
panta,ref,2020,DCT2,13,85.792
panta,ref,2020,DCT2,14,102.095
panta,ref,2020,DCT2,15,133.721
panta,ref,2020,DCT2,16,134.873
panta,ref,2020,DCT2,17,99.05
panta,ref,2020,DCT2,18,83.734
panta,ref,2020,DCT2,19,100.945
panta,ref,2020,DCT2,20,92.045
panta,ref,2020,DCT2,21,72.801
panta,ref,2020,DCT2,22,76.34
panta,ref,2020,DCT2,23,101.662
panta,ref,2020,DCT2,24,76.681
panta,ref,2020,DCT2,25,57.064
panta,ref,2020,DCT2,26,53.762
panta,ref,2020,DCT2,27,38.951
panta,ref,2020,DCT2,28,29.848
panta,ref,2020,DCT2,29,27.215
panta,ref,2020,DCT2,30,23.736
panta,ref,2020,DCT2,31,28.962
panta,ref,2020,DCT2,32,35.976
panta,ref,2020,DCT2,33,36.725
panta,ref,2020,DCT2,34,25.294
panta,ref,2020,DCT2,35,21.638
panta,ref,2020,DCT2,36,22.89
panta,ref,2020,DCT2,37,32.627
panta,ref,2020,DCT2,38,48.908
panta,ref,2020,DCT2,39,91.559
panta,ref,2020,DCT2,40,70.254
panta,ref,2020,DCT2,41,112.213
panta,ref,2020,DCT2,42,96.536
panta,ref,2020,DCT2,43,189.392
panta,ref,2020,DCT2,44,119.482
panta,ref,2020,DCT2,45,108.562
panta,ref,2020,DCT2,46,117.877
panta,ref,2020,DCT2,47,93.468
panta,ref,2020,DCT2,48,135.83
panta,ref,2020,DCT2,49,167.26
panta,ref,2020,DCT2,50,142.012
panta,ref,2020,DCT2,51,98.498
panta,ref,2020,DCT2,52,101.236
panta,ref,2020,DCT2,53,213.341
panta,ref,2020,DCT3,1,21.95
panta,ref,2020,DCT3,2,24.175
panta,ref,2020,DCT3,3,31.549
panta,ref,2020,DCT3,4,31.541
panta,ref,2020,DCT3,5,22.531
panta,ref,2020,DCT3,6,19.321
panta,ref,2020,DCT3,7,29.282
panta,ref,2020,DCT3,8,29.894
panta,ref,2020,DCT3,9,32.479
panta,ref,2020,DCT3,10,22.076
panta,ref,2020,DCT3,11,34.461
panta,ref,2020,DCT3,12,29.208
panta,ref,2020,DCT3,13,22.046
panta,ref,2020,DCT3,14,22.966
panta,ref,2020,DCT3,15,17.253
panta,ref,2020,DCT3,16,30.403
panta,ref,2020,DCT3,17,23.575
panta,ref,2020,DCT3,18,15.982
panta,ref,2020,DCT3,19,16.921
panta,ref,2020,DCT3,20,19.343
panta,ref,2020,DCT3,21,11.685
panta,ref,2020,DCT3,22,10.958
panta,ref,2020,DCT3,23,11.072
panta,ref,2020,DCT3,24,16.783
panta,ref,2020,DCT3,25,10.381
panta,ref,2020,DCT3,26,9.013
panta,ref,2020,DCT3,27,10.729
panta,ref,2020,DCT3,28,6.239
panta,ref,2020,DCT3,29,6.525
panta,ref,2020,DCT3,30,4.79
panta,ref,2020,DCT3,31,4.935
panta,ref,2020,DCT3,32,8.182
panta,ref,2020,DCT3,33,9.338
panta,ref,2020,DCT3,34,6.961
panta,ref,2020,DCT3,35,5.222
panta,ref,2020,DCT3,36,5.011
panta,ref,2020,DCT3,37,7.883
panta,ref,2020,DCT3,38,16.479
panta,ref,2020,DCT3,39,22.97
panta,ref,2020,DCT3,40,20.043
panta,ref,2020,DCT3,41,22.36
panta,ref,2020,DCT3,42,21.706
panta,ref,2020,DCT3,43,31.126
panta,ref,2020,DCT3,44,24.074
panta,ref,2020,DCT3,45,24.361
panta,ref,2020,DCT3,46,27.075
panta,ref,2020,DCT3,47,25.136
panta,ref,2020,DCT3,48,30.772
panta,ref,2020,DCT3,49,25.603
panta,ref,2020,DCT3,50,34.83
panta,ref,2020,DCT3,51,28.1
panta,ref,2020,DCT3,52,25.112
panta,ref,2020,DCT3,53,31.013
panta,ref,2020,DRS1,1,314.191
panta,ref,2020,DRS1,2,310.255
panta,ref,2020,DRS1,3,269.345
panta,ref,2020,DRS1,4,205.626
panta,ref,2020,DRS1,5,238.63
panta,ref,2020,DRS1,6,236.398
panta,ref,2020,DRS1,7,251.674
panta,ref,2020,DRS1,8,318.22
panta,ref,2020,DRS1,9,337.546
panta,ref,2020,DRS1,10,383.964
panta,ref,2020,DRS1,11,308.488
panta,ref,2020,DRS1,12,264.022
panta,ref,2020,DRS1,13,315.021
panta,ref,2020,DRS1,14,305.506
panta,ref,2020,DRS1,15,264.642
panta,ref,2020,DRS1,16,292.67
panta,ref,2020,DRS1,17,245.901
panta,ref,2020,DRS1,18,219.383
panta,ref,2020,DRS1,19,200.556
panta,ref,2020,DRS1,20,198.278
panta,ref,2020,DRS1,21,182.182
panta,ref,2020,DRS1,22,158.99
panta,ref,2020,DRS1,23,144.744
panta,ref,2020,DRS1,24,138.772
panta,ref,2020,DRS1,25,126.769
panta,ref,2020,DRS1,26,114.362
panta,ref,2020,DRS1,27,104.778
panta,ref,2020,DRS1,28,96.702
panta,ref,2020,DRS1,29,90.001
panta,ref,2020,DRS1,30,83.741
panta,ref,2020,DRS1,31,79.96
panta,ref,2020,DRS1,32,77.871
panta,ref,2020,DRS1,33,75.754
panta,ref,2020,DRS1,34,73.23
panta,ref,2020,DRS1,35,70.995
panta,ref,2020,DRS1,36,69.289
panta,ref,2020,DRS1,37,67.833
panta,ref,2020,DRS1,38,67.21
panta,ref,2020,DRS1,39,69.249
panta,ref,2020,DRS1,40,98.551
panta,ref,2020,DRS1,41,123.458
panta,ref,2020,DRS1,42,165.823
panta,ref,2020,DRS1,43,159.334
panta,ref,2020,DRS1,44,201.159
panta,ref,2020,DRS1,45,202.76
panta,ref,2020,DRS1,46,179.382
panta,ref,2020,DRS1,47,208.829
panta,ref,2020,DRS1,48,201.471
panta,ref,2020,DRS1,49,269.709
panta,ref,2020,DRS1,50,311.426
panta,ref,2020,DRS1,51,251.449
panta,ref,2020,DRS1,52,226.341
panta,ref,2020,DRS1,53,504.219
panta,ref,2020,DRS2,1,429.44
panta,ref,2020,DRS2,2,450.538
panta,ref,2020,DRS2,3,393.406
panta,ref,2020,DRS2,4,323.13
panta,ref,2020,DRS2,5,316.326
panta,ref,2020,DRS2,6,361.338
panta,ref,2020,DRS2,7,375.726
panta,ref,2020,DRS2,8,425.065
panta,ref,2020,DRS2,9,484.445
panta,ref,2020,DRS2,10,521.438
panta,ref,2020,DRS2,11,440.041
panta,ref,2020,DRS2,12,374.854
panta,ref,2020,DRS2,13,399.664
panta,ref,2020,DRS2,14,407.601
panta,ref,2020,DRS2,15,396.589
panta,ref,2020,DRS2,16,427.465
panta,ref,2020,DRS2,17,344.951
panta,ref,2020,DRS2,18,303.118
panta,ref,2020,DRS2,19,301.501
panta,ref,2020,DRS2,20,290.323
panta,ref,2020,DRS2,21,254.983
panta,ref,2020,DRS2,22,235.33
panta,ref,2020,DRS2,23,246.406
panta,ref,2020,DRS2,24,215.453
panta,ref,2020,DRS2,25,183.833
panta,ref,2020,DRS2,26,168.123
panta,ref,2020,DRS2,27,143.728
panta,ref,2020,DRS2,28,126.55
panta,ref,2020,DRS2,29,117.216
panta,ref,2020,DRS2,30,107.477
panta,ref,2020,DRS2,31,108.921
panta,ref,2020,DRS2,32,113.847
panta,ref,2020,DRS2,33,112.479
panta,ref,2020,DRS2,34,98.525
panta,ref,2020,DRS2,35,92.633
panta,ref,2020,DRS2,36,92.179
panta,ref,2020,DRS2,37,100.46
panta,ref,2020,DRS2,38,116.118
panta,ref,2020,DRS2,39,160.808
panta,ref,2020,DRS2,40,168.805
panta,ref,2020,DRS2,41,235.67
panta,ref,2020,DRS2,42,262.359
panta,ref,2020,DRS2,43,348.726
panta,ref,2020,DRS2,44,320.641
panta,ref,2020,DRS2,45,311.323
panta,ref,2020,DRS2,46,294.638
panta,ref,2020,DRS2,47,299.342
panta,ref,2020,DRS2,48,337.263
panta,ref,2020,DRS2,49,431.684
panta,ref,2020,DRS2,50,448.326
panta,ref,2020,DRS2,51,349.947
panta,ref,2020,DRS2,52,327.443
panta,ref,2020,DRS2,53,707.051
panta,ref,2020,DRS3,1,448.21
panta,ref,2020,DRS3,2,464.743
panta,ref,2020,DRS3,3,422.223
panta,ref,2020,DRS3,4,352.599
panta,ref,2020,DRS3,5,336.876
panta,ref,2020,DRS3,6,377.46
panta,ref,2020,DRS3,7,404.014
panta,ref,2020,DRS3,8,453.123
panta,ref,2020,DRS3,9,510.009
panta,ref,2020,DRS3,10,536.616
panta,ref,2020,DRS3,11,474.095
panta,ref,2020,DRS3,12,402.599
panta,ref,2020,DRS3,13,420.026
panta,ref,2020,DRS3,14,428.949
panta,ref,2020,DRS3,15,407.193
panta,ref,2020,DRS3,16,454.52
panta,ref,2020,DRS3,17,367.981
panta,ref,2020,DRS3,18,318.791
panta,ref,2020,DRS3,19,314.743
panta,ref,2020,DRS3,20,309.509
panta,ref,2020,DRS3,21,265.681
panta,ref,2020,DRS3,22,244.753
panta,ref,2020,DRS3,23,249.293
panta,ref,2020,DRS3,24,231.903
panta,ref,2020,DRS3,25,193.52
panta,ref,2020,DRS3,26,176.482
panta,ref,2020,DRS3,27,154.457
panta,ref,2020,DRS3,28,132.388
panta,ref,2020,DRS3,29,123.163
panta,ref,2020,DRS3,30,111.199
panta,ref,2020,DRS3,31,110.446
panta,ref,2020,DRS3,32,118.573
panta,ref,2020,DRS3,33,120.372
panta,ref,2020,DRS3,34,103.645
panta,ref,2020,DRS3,35,97.004
panta,ref,2020,DRS3,36,93.815
panta,ref,2020,DRS3,37,106.284
panta,ref,2020,DRS3,38,127.081
panta,ref,2020,DRS3,39,177.45
panta,ref,2020,DRS3,40,184.152
panta,ref,2020,DRS3,41,253.075
panta,ref,2020,DRS3,42,279.672
panta,ref,2020,DRS3,43,370.519
panta,ref,2020,DRS3,44,338.874
panta,ref,2020,DRS3,45,333.965
panta,ref,2020,DRS3,46,314.384
panta,ref,2020,DRS3,47,316.761
panta,ref,2020,DRS3,48,365.289
panta,ref,2020,DRS3,49,449.62
panta,ref,2020,DRS3,50,476.571
panta,ref,2020,DRS3,51,378.047
panta,ref,2020,DRS3,52,350.547
panta,ref,2020,DRS3,53,723.86
panta,ref,2020,WDRS1,1,112.331
panta,ref,2020,WDRS1,2,124.44
panta,ref,2020,WDRS1,3,83.454
panta,ref,2020,WDRS1,4,92.302
panta,ref,2020,WDRS1,5,90.479
panta,ref,2020,WDRS1,6,88.868
panta,ref,2020,WDRS1,7,109.948
panta,ref,2020,WDRS1,8,139.093
panta,ref,2020,WDRS1,9,120.201
panta,ref,2020,WDRS1,10,150.339
panta,ref,2020,WDRS1,11,112.841
panta,ref,2020,WDRS1,12,89.285
panta,ref,2020,WDRS1,13,114.175
panta,ref,2020,WDRS1,14,74.366
panta,ref,2020,WDRS1,15,84.201
panta,ref,2020,WDRS1,16,87.948
panta,ref,2020,WDRS1,17,62.087
panta,ref,2020,WDRS1,18,54.26
panta,ref,2020,WDRS1,19,55.661
panta,ref,2020,WDRS1,20,58.751
panta,ref,2020,WDRS1,21,41.981
panta,ref,2020,WDRS1,22,38.094
panta,ref,2020,WDRS1,23,41.923
panta,ref,2020,WDRS1,24,35.157
panta,ref,2020,WDRS1,25,28.339
panta,ref,2020,WDRS1,26,26.656
panta,ref,2020,WDRS1,27,24.005
panta,ref,2020,WDRS1,28,20.694
panta,ref,2020,WDRS1,29,19.301
panta,ref,2020,WDRS1,30,17.93
panta,ref,2020,WDRS1,31,19.258
panta,ref,2020,WDRS1,32,19.707
panta,ref,2020,WDRS1,33,20.882
panta,ref,2020,WDRS1,34,16.848
panta,ref,2020,WDRS1,35,16.75
panta,ref,2020,WDRS1,36,16.247
panta,ref,2020,WDRS1,37,16.674
panta,ref,2020,WDRS1,38,21.559
panta,ref,2020,WDRS1,39,42.95
panta,ref,2020,WDRS1,40,48.595
panta,ref,2020,WDRS1,41,54.786
panta,ref,2020,WDRS1,42,62.83
panta,ref,2020,WDRS1,43,68.482
panta,ref,2020,WDRS1,44,87.538
