country,tech,type,years,REF,RCP26,RCP26-REF,RCP26%,RCP45,RCP45-REF,RCP45%,RCP85,RCP85-REF,RCP85%
Albania,ALPHYDMHO0,hydro,2041-2050,123.20000000000002,123.20000000000002,0.0,0.0,123.20000000000002,-251.0799999999999,0.0,123.20000000000002,0.0,0.0
Albania,Skavica,hydro,2021-2030,,196.0,,,196.0,,,196.0,,
Albania,Skavica,hydro,2031-2040,,196.0,,,196.0,,,196.0,,
Albania,Skavica,hydro,2041-2050,,196.0,,,196.0,,,196.0,,
Albania,ALPHYDMNO0,hydro,2021-2030,378.8,378.8,0.0,0.0,378.8,-771.9379999999999,0.0,378.8,0.0,0.0
Albania,ALPHYDMNO0,hydro,2031-2040,395.5,395.5,0.0,0.0,395.5,-805.9699999999998,0.0,395.5,0.0,0.0
Albania,ALPHYDMNO0,hydro,2041-2050,395.5,395.5,0.0,0.0,395.5,-805.9699999999998,0.0,395.5,0.0,0.0
Albania,ALPHYRRHI0,hydro,2021-2030,91.89999999999999,91.89999999999999,0.0,0.0,91.89999999999999,-115.73999999999994,0.0,91.89999999999999,0.0,0.0
Albania,ALPHYRRHI0,hydro,2031-2040,91.89999999999999,91.89999999999999,0.0,0.0,91.89999999999999,-115.73999999999994,0.0,91.89999999999999,0.0,0.0
Albania,ALPHYRRHI0,hydro,2041-2050,91.89999999999999,91.89999999999999,0.0,0.0,91.89999999999999,-115.73999999999994,0.0,91.89999999999999,0.0,0.0
Albania,ALPHYRRHO0,hydro,2021-2030,239.7,239.7,0.0,0.0,239.7,-301.77000000000015,0.0,239.7,0.0,0.0
Albania,ALPHYRRHO0,hydro,2031-2040,239.7,239.7,0.0,0.0,239.7,-301.77000000000015,0.0,239.7,0.0,0.0
Albania,ALPHYRRHO0,hydro,2041-2050,239.7,239.7,0.0,0.0,239.7,-301.77000000000015,0.0,239.7,0.0,0.0
Albania,ALPHYSHHI0,hydro,2021-2030,12.700000000000001,12.700000000000001,0.0,0.0,12.700000000000001,1.8100000000000005,0.0,12.700000000000001,0.0,0.0
Albania,ALPHYSHHI0,hydro,2031-2040,12.700000000000001,12.700000000000001,0.0,0.0,12.700000000000001,1.8100000000000005,0.0,12.700000000000001,0.0,0.0
Albania,ALPHYSHHI0,hydro,2041-2050,12.700000000000001,12.700000000000001,0.0,0.0,12.700000000000001,1.8100000000000005,0.0,12.700000000000001,0.0,0.0
Albania,ALPHYSHHO0,hydro,2021-2030,287.69999999999993,287.69999999999993,0.0,0.0,287.69999999999993,41.1699999999999,0.0,287.69999999999993,0.0,0.0
Albania,ALPHYSHHO0,hydro,2031-2040,287.69999999999993,287.69999999999993,0.0,0.0,287.69999999999993,41.1699999999999,0.0,287.69999999999993,0.0,0.0
Albania,ALPHYSHHO0,hydro,2041-2050,287.69999999999993,287.69999999999993,0.0,0.0,287.69999999999993,41.1699999999999,0.0,287.69999999999993,0.0,0.0
Albania,ALPNGCCHO0,thermal-gas,2021-2030,98.0,98.0,0.0,0.0,98.0,-131.0,0.0,98.0,0.0,0.0
Albania,ALPNGCCHO0,thermal-gas,2031-2040,98.0,98.0,0.0,0.0,98.0,73.11,0.0,98.0,0.0,0.0
Albania,ALPNGCCHO0,thermal-gas,2041-2050,98.0,98.0,0.0,0.0,98.0,51.759,0.0,98.0,0.0,0.0
Albania,ALPSOU1NI0,solar,2021-2030,18.666666666666668,328.5,309.8333333333333,1659.8214285714284,292.3333333333333,246.09233333333333,1466.0714285714282,284.0,265.3333333333333,1421.428571428571
Albania,ALPSOU1NI0,solar,2031-2040,34.7,614.8199999999999,580.1199999999999,1671.8155619596537,629.83,467.39000000000004,1715.0720461095098,650.9,616.1999999999999,1775.7925072046105
Albania,ALPSOU1NI0,solar,2041-2050,34.7,614.8199999999999,580.1199999999999,1671.8155619596537,629.83,-238.02300000000002,1715.0720461095098,650.9,616.1999999999999,1775.7925072046105
Albania,ALPSOU1NO0,solar,2021-2030,117.6,249.25,131.65,111.94727891156464,249.25,-618.6030000000001,111.94727891156464,249.25,131.65,111.94727891156464
Albania,ALPSOU1NO0,solar,2031-2040,628.3,1627.3,999.0,159.00047747891136,1627.3,1483.84375,159.00047747891136,1627.3,999.0,159.00047747891136
Albania,ALPSOU1NO0,solar,2041-2050,628.3,1627.3,999.0,159.00047747891136,1627.3,1129.274,159.00047747891136,1627.3,999.0,159.00047747891136
Albania,ALPWI30NO0,wind,2021-2030,95.0,193.125,98.125,103.28947368421053,193.125,-304.901,103.28947368421053,193.125,98.125,103.28947368421053
Albania,ALPWI30NO0,wind,2031-2040,329.8,976.4,646.5999999999999,196.05821710127347,976.4,-1765.112,196.05821710127347,976.4,646.5999999999999,196.05821710127347
Albania,ALPWI30NO0,wind,2041-2050,329.8,976.4,646.5999999999999,196.05821710127347,976.4,-1395.0569999999998,196.05821710127347,976.4,646.5999999999999,196.05821710127347
Albania,AL-Import,import,2021-2030,47810.91999999999,43388.51,-4422.409999999989,-9.249790633604185,46414.5,44043.043,-2.9207135106373006,49773.759999999995,1962.8400000000038,4.105421941263637
Albania,AL-Import,import,2031-2040,6019216.24,7012338.720000001,993122.4800000004,16.49919923793933,8008482.9,8003919.609,33.04859936382681,9004125.26,2984909.0199999996,49.5896625239036
Albania,AL-Import,import,2041-2050,6019216.24,7012338.720000001,993122.4800000004,16.49919923793933,8008482.9,8003729.8100000005,33.04859936382681,9004125.26,2984909.0199999996,49.5896625239036
Kosovo,XKPCOSCHO0,thermal-coal,2021-2030,965.9,965.9,0.0,0.0,965.9,-3787.189999999999,0.0,965.9,0.0,0.0
Kosovo,XKPCOSCHO0,thermal-coal,2031-2040,678.0,678.0,0.0,0.0,678.0,-2827.23,0.0,678.0,0.0,0.0
Kosovo,XKPCOSCHO0,thermal-coal,2041-2050,678.0,678.0,0.0,0.0,678.0,-2827.2300000000005,0.0,678.0,0.0,0.0
Kosovo,XKPCOSCNO0,thermal-coal,2021-2030,500.0,500.0,0.0,0.0,500.0,-3005.2300000000005,0.0,500.0,0.0,0.0
Kosovo,XKPCOSCNO0,thermal-coal,2031-2040,500.0,500.0,0.0,0.0,500.0,374.08,0.0,500.0,0.0,0.0
Kosovo,XKPCOSCNO0,thermal-coal,2041-2050,500.0,500.0,0.0,0.0,500.0,374.08,0.0,500.0,0.0,0.0
Kosovo,XKPHYRRHO0,hydro,2021-2030,61.0,61.0,0.0,0.0,61.0,-64.92,0.0,61.0,0.0,0.0
Kosovo,XKPHYRRHO0,hydro,2031-2040,61.0,61.0,0.0,0.0,61.0,22.360000000000007,0.0,61.0,0.0,0.0
Kosovo,XKPHYRRHO0,hydro,2041-2050,61.0,61.0,0.0,0.0,61.0,22.360000000000007,0.0,61.0,0.0,0.0
Kosovo,XKPSOU1NO0,solar,2021-2030,30.0,30.0,0.0,0.0,30.0,-8.639999999999993,0.0,30.0,0.0,0.0
Kosovo,XKPSOU1NO0,solar,2031-2040,30.0,30.0,0.0,0.0,30.0,-31.58,0.0,30.0,0.0,0.0
Kosovo,XKPSOU1NO0,solar,2041-2050,30.0,30.0,0.0,0.0,30.0,-31.58,0.0,30.0,0.0,0.0
Kosovo,XKPWI25NI0,wind,2021-2030,65.0,64.8,-0.20000000000000284,-0.3076923076923121,64.8,3.219999999999999,-0.3076923076923121,64.8,-0.20000000000000284,-0.3076923076923121
Kosovo,XKPWI25NI0,wind,2031-2040,65.0,64.79999999999998,-0.20000000000001705,-0.3076923076923339,64.79999999999998,-261.927,-0.3076923076923339,64.79999999999998,-0.20000000000001705,-0.3076923076923339
Kosovo,XKPWI25NI0,wind,2041-2050,65.0,64.79999999999998,-0.20000000000001705,-0.3076923076923339,64.79999999999998,-355.1700000000002,-0.3076923076923339,64.79999999999998,-0.20000000000001705,-0.3076923076923339
Kosovo,XKPWI25NO0,wind,2021-2030,222.5,224.93,2.430000000000007,1.0921348314606771,224.93,-195.04000000000013,1.0921348314606771,224.93,2.430000000000007,1.0921348314606771
Kosovo,XKPWI25NO0,wind,2031-2040,286.0,290.0,4.0,1.3986013986013985,290.0,264.563,1.3986013986013985,290.0,4.0,1.3986013986013985
Kosovo,XKPWI25NO0,wind,2041-2050,286.0,290.0,4.0,1.3986013986013985,290.0,264.563,1.3986013986013985,290.0,4.0,1.3986013986013985
Kosovo,XKTRDIMH00,import,2021-2030,1000.0,1000.0,0.0,0.0,1000.0,-251.36000000000013,0.0,1000.0,0.0,0.0
Kosovo,XKTRDIMH00,import,2031-2040,8237.57,8999200.0,8990962.43,109145.80914031688,6999885.56,6998634.199999999,84875.12688814783,8999200.0,8990962.43,109145.80914031688
Kosovo,XKTRDIMH00,import,2041-2050,8237.57,8999200.0,8990962.43,109145.80914031688,6999885.56,6998634.199999999,84875.12688814783,8999200.0,8990962.43,109145.80914031688
Montenegro,MEPCOSCHO0,thermal-coal,2021-2030,225.0,225.0,0.0,0.0,225.0,-761.266,0.0,225.0,0.0,0.0
Montenegro,MEPCOSCHO0,thermal-coal,2031-2040,225.0,225.0,0.0,0.0,225.0,-1402.58,0.0,225.0,0.0,0.0
Montenegro,MEPCOSCHO0,thermal-coal,2041-2050,225.0,225.0,0.0,0.0,225.0,-1402.58,0.0,225.0,0.0,0.0
Montenegro,MEPHYDMHI0,hydro,2021-2030,365.94,365.94,0.0,0.0,365.94,-377.31,0.0,365.94,0.0,0.0
Montenegro,MEPHYDMHI0,hydro,2031-2040,603.8999999999999,603.8999999999999,0.0,0.0,603.8999999999999,-139.35000000000014,0.0,603.8999999999999,0.0,0.0
Montenegro,MEPHYDMHI0,hydro,2041-2050,603.8999999999999,603.8999999999999,0.0,0.0,603.8999999999999,-139.35000000000014,0.0,603.8999999999999,0.0,0.0
Montenegro,MEPHYDMHO0,hydro,2021-2030,342.0,342.0,0.0,0.0,342.0,-919.8900000000001,0.0,342.0,0.0,0.0
Montenegro,MEPHYDMHO0,hydro,2031-2040,342.0,342.0,0.0,0.0,342.0,-1536.807,0.0,342.0,0.0,0.0
Montenegro,MEPHYDMHO0,hydro,2041-2050,342.0,342.0,0.0,0.0,342.0,-1536.807,0.0,342.0,0.0,0.0
Montenegro,MEPHYDMNO0,hydro,2021-2030,162.0,162.0,0.0,0.0,162.0,76.30999999999999,0.0,162.0,0.0,0.0
Montenegro,MEPHYDMNO0,hydro,2031-2040,241.2,241.2,0.0,0.0,241.2,155.51,0.0,241.2,0.0,0.0
Montenegro,MEPHYDMNO0,hydro,2041-2050,241.2,241.2,0.0,0.0,241.2,155.51,0.0,241.2,0.0,0.0
Montenegro,MEPHYRRNI0,hydro,2021-2030,20.0,20.0,0.0,0.0,20.0,-194.19,0.0,20.0,0.0,0.0
Montenegro,MEPHYRRNI0,hydro,2031-2040,20.0,20.0,0.0,0.0,20.0,-194.19,0.0,20.0,0.0,0.0
Montenegro,MEPHYRRNI0,hydro,2041-2050,20.0,20.0,0.0,0.0,20.0,-194.19,0.0,20.0,0.0,0.0
Montenegro,MEPHYRRNO0,hydro,2021-2030,50.0,50.0,0.0,0.0,50.0,-186.57333333333332,0.0,50.0,0.0,0.0
Montenegro,MEPHYRRNO0,hydro,2031-2040,50.0,50.0,0.0,0.0,50.0,-237.72000000000008,0.0,50.0,0.0,0.0
Montenegro,MEPHYRRNO0,hydro,2041-2050,50.0,50.0,0.0,0.0,50.0,-237.72000000000008,0.0,50.0,0.0,0.0
Montenegro,MEPSOU1NO0,solar,2021-2030,205.55555555555554,205.55555555555554,0.0,0.0,205.55555555555554,134.99555555555554,0.0,205.55555555555554,0.0,0.0
Montenegro,MEPSOU1NO0,solar,2031-2040,250.0,250.0,0.0,0.0,250.0,179.44,0.0,250.0,0.0,0.0
Montenegro,MEPSOU1NO0,solar,2041-2050,250.0,250.0,0.0,0.0,250.0,179.44,0.0,250.0,0.0,0.0
Montenegro,MEPWI30NI0,wind,2021-2030,50.0,50.0,0.0,0.0,50.0,-120.16799999999995,0.0,50.0,0.0,0.0
Montenegro,MEPWI30NI0,wind,2031-2040,50.0,50.0,0.0,0.0,50.0,-135.63999999999996,0.0,50.0,0.0,0.0
Montenegro,MEPWI30NI0,wind,2041-2050,50.0,50.0,0.0,0.0,50.0,-135.63999999999996,0.0,50.0,0.0,0.0
Montenegro,MEPWI30NO0,wind,2021-2030,110.0,110.0,0.0,0.0,110.0,-430.64199999999994,0.0,110.0,0.0,0.0
Montenegro,MEPWI30NO0,wind,2031-2040,120.0,120.0,0.0,0.0,120.0,107.52,0.0,120.0,0.0,0.0
Montenegro,MEPWI30NO0,wind,2041-2050,120.0,120.0,0.0,0.0,120.0,107.52,0.0,120.0,0.0,0.0
Montenegro,METRDIMH00,import,2021-2030,10775.330000000002,10785.100000000002,9.770000000000437,0.09067007692572232,10775.330000000002,7742.530000000001,0.0,10900.640000000001,125.30999999999949,1.1629342210400933
Montenegro,METRDIMH00,import,2031-2040,1009606.5900000001,8001357.0200000005,6991750.430000001,692.52226552919,8001357.0200000005,8001230.778000001,692.52226552919,9999000.0,8989393.41,890.3857699661012
Montenegro,METRDIMH00,import,2041-2050,1009606.5900000001,8001357.0200000005,6991750.430000001,692.52226552919,8001357.0200000005,8001230.262,692.52226552919,9999000.0,8989393.41,890.3857699661012
N.Macedonia,MKPCOSCHO0,thermal-coal,2021-2030,599.0,599.0,0.0,0.0,599.0,472.242,0.0,599.0,0.0,0.0
N.Macedonia,Globocica,hydro,2021-2030,42.0,42.0,0.0,0.0,42.0,-273.746,0.0,42.0,0.0,0.0
N.Macedonia,Globocica,hydro,2031-2040,42.0,42.0,0.0,0.0,42.0,-277.0,0.0,42.0,0.0,0.0
N.Macedonia,Globocica,hydro,2041-2050,42.0,42.0,0.0,0.0,42.0,-277.0,0.0,42.0,0.0,0.0
N.Macedonia,Spilje,hydro,2021-2030,84.0,84.0,0.0,0.0,84.0,-586.67,0.0,84.0,0.0,0.0
N.Macedonia,Spilje,hydro,2031-2040,84.0,84.0,0.0,0.0,84.0,-586.67,0.0,84.0,0.0,0.0
N.Macedonia,Spilje,hydro,2041-2050,84.0,84.0,0.0,0.0,84.0,-586.67,0.0,84.0,0.0,0.0
N.Macedonia,MKPHYDMHO0,hydro,2021-2030,410.0,410.0,0.0,0.0,410.0,341.14,0.0,410.0,0.0,0.0
N.Macedonia,MKPHYDMHO0,hydro,2031-2040,410.0,410.0,0.0,0.0,410.0,341.14,0.0,410.0,0.0,0.0
N.Macedonia,MKPHYDMHO0,hydro,2041-2050,410.0,410.0,0.0,0.0,410.0,341.14,0.0,410.0,0.0,0.0
N.Macedonia,MKPHYDMNO0,hydro,2021-2030,543.5,543.5,0.0,0.0,543.5,460.39,0.0,543.5,0.0,0.0
N.Macedonia,MKPHYDMNO0,hydro,2031-2040,687.8,687.8,0.0,0.0,687.8,604.6899999999999,0.0,687.8,0.0,0.0
N.Macedonia,MKPHYDMNO0,hydro,2041-2050,687.8,687.8,0.0,0.0,687.8,604.6899999999999,0.0,687.8,0.0,0.0
N.Macedonia,MKPHYRRHO0,hydro,2021-2030,34.0,34.0,0.0,0.0,34.0,-1130.53,0.0,34.0,0.0,0.0
N.Macedonia,MKPHYRRHO0,hydro,2031-2040,34.0,34.0,0.0,0.0,34.0,-1130.53,0.0,34.0,0.0,0.0
N.Macedonia,MKPHYRRHO0,hydro,2041-2050,34.0,34.0,0.0,0.0,34.0,-1434.3099999999997,0.0,34.0,0.0,0.0
N.Macedonia,MKPHYRRNO0,hydro,2021-2030,70.5,70.5,0.0,0.0,70.5,-1266.1679999999997,0.0,70.5,0.0,0.0
N.Macedonia,MKPHYRRNO0,hydro,2031-2040,198.0,198.0,0.0,0.0,198.0,-1138.6679999999997,0.0,198.0,0.0,0.0
N.Macedonia,MKPHYRRNO0,hydro,2041-2050,198.0,198.0,0.0,0.0,198.0,,0.0,198.0,0.0,0.0
N.Macedonia,MKPHYSHHO0,hydro,2021-2030,97.0,97.0,0.0,0.0,97.0,,0.0,97.0,0.0,0.0
N.Macedonia,MKPHYSHHO0,hydro,2031-2040,97.0,97.0,0.0,0.0,97.0,,0.0,97.0,0.0,0.0
N.Macedonia,MKPHYSHHO0,hydro,2041-2050,97.0,97.0,0.0,0.0,97.0,-271.622,0.0,97.0,0.0,0.0
N.Macedonia,MKPNGCCNO0,thermal-gas,2031-2040,230.0,230.0,0.0,0.0,230.0,-1959.1799999999998,0.0,230.0,0.0,0.0
N.Macedonia,MKPNGCCNO0,thermal-gas,2041-2050,230.0,230.0,0.0,0.0,230.0,-1959.1799999999998,0.0,230.0,0.0,0.0
N.Macedonia,MKPNGCHHO0,thermal-gas,2021-2030,290.0,290.0,0.0,0.0,290.0,105.56300000000002,0.0,290.0,0.0,0.0
N.Macedonia,MKPNGCHHO0,thermal-gas,2031-2040,264.0,264.0,0.0,0.0,264.0,-473.05999999999983,0.0,264.0,0.0,0.0
N.Macedonia,MKPNGCHHO0,thermal-gas,2041-2050,264.0,264.0,0.0,0.0,264.0,-473.05999999999983,0.0,264.0,0.0,0.0
N.Macedonia,MKPSOU1NI0,solar,2021-2030,,120.35,,,131.0,-3227.554,,131.0,,
N.Macedonia,MKPSOU1NI0,solar,2031-2040,,325.6,,,325.6,-2536.933,,325.6,,
N.Macedonia,MKPSOU1NI0,solar,2041-2050,,325.6,,,325.6,-2536.933,,325.6,,
N.Macedonia,MKPSOU1NO0,solar,2021-2030,273.0,300.6,27.600000000000023,10.109890109890118,310.36,,13.68498168498169,315.49,42.49000000000001,15.564102564102566
N.Macedonia,MKPSOU1NO0,solar,2031-2040,1621.3,1953.1,331.79999999999995,20.465058903349163,1953.1,,20.465058903349163,1953.1,331.79999999999995,20.465058903349163
N.Macedonia,MKPSOU1NO0,solar,2041-2050,1621.3,1953.1,331.79999999999995,20.465058903349163,1953.1,,20.465058903349163,1953.1,331.79999999999995,20.465058903349163
N.Macedonia,MKPWI30NO0,wind,2021-2030,160.4,160.4,0.0,0.0,160.4,,0.0,160.4,0.0,0.0
N.Macedonia,MKPWI30NO0,wind,2031-2040,641.0,641.0,0.0,0.0,641.0,,0.0,641.0,0.0,0.0
N.Macedonia,MKPWI30NO0,wind,2041-2050,641.0,641.0,0.0,0.0,641.0,,0.0,641.0,0.0,0.0
N.Macedonia,MK-Import,import,2021-2030,30563.579999999998,31336.369999999995,772.7899999999972,2.5284668877140613,30961.26,,1.3011564744705966,32725.420000000002,2161.840000000004,7.073255161862596
N.Macedonia,MK-Import,import,2031-2040,36719.09999999999,37013.299999999996,294.20000000000437,0.8012178947741215,37301.0,,1.5847338306222345,36728.14,9.040000000008149,0.024619339798655604
N.Macedonia,MK-Import,import,2041-2050,36719.09999999999,37013.299999999996,294.20000000000437,0.8012178947741215,37301.0,,1.5847338306222345,36728.14,9.040000000008149,0.024619339798655604
